Country,Region-Geo,Continent,Region,Year,Leap Year,ChildrenPerWoman,CO2Emissions,DemocracyScore,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission
Jamaica,America - Central,Central and South America,America,2000,[2000],2.603,3.996671893,9,13868.05696,,,19.9,10.59553477,3.106463921,70.479,,,4.5,24.328,,,,,,0.584824601,2581648,234.887,,100.329,,341.1094692,,,89,9008629729,189.4557592,,,51.814,1.048708195,10318
Japan,Asia - Eastern,Asia,East Asia & Pacific,2000,[2000],1.322,9.699960096,10,57119.20031,,,3.3,-1.247598098,29.71896567,81.35,,,1.200000048,41.381,1.9,0.5748762,0.6513208,0.4982094,2.031956173,0.17355637,125720310,332.705,,100.575,,2035.523705,13.48426,,5,473e10,2834.20968,1.454402961,7.441552,78.649,0.334654417,1219482
Jersey,Europe - Northern,Europe,Europe & Central Asia,2000,[2000],,,,,,,,,,,,,,,,,,,,,88915,,,,,,,,,,,,,,,
Jordan,Asia - Western,Asia,Middle East & North Africa,2000,[2000],4.053,3.212352381,-2,7329.115062,,,23.2,-0.395944717,2.639458529,71.724,,,,19.73,,,,,,2.469000707,4827096,54.029,,102.419,,396.3851578,,18.99115133,35,8463892909,169.2226234,-26.66433368,,79.808,2.831274008,15506.33333
Kazakhstan,Asia - Central,Asia,Europe & Central Asia,2000,[2000],1.922,8.541838638,-4,10732.0491,,,38.1,17.42640268,0.671876725,63.513,,,,27.735,3.292,17.21426,0,0,0.494761743,-0.300548838,14956694,5.489,,101.686,,317.0445259,34.72204,10.22139507,33,18291990619,50.96332432,7.505160965,11.36703,55.729,-0.369429989,127757.6667
Kenya,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],5.012,0.333304526,-2,2636.979742,,,68.4,6.079848487,0.318059714,52.864,82.22907531,92.52817587,,17.439,,,,,,2.565274051,31253701,53.852,,97.602,,26.68406243,,16.83114396,105,12691278914,19.0362959,-10.13390211,,19.892,4.216679357,10417
Kiribati,Oceania,Oceania,East Asia & Pacific,2000,[2000],3.881,0.39281038,,7003.293529,,,53.6,0.29991324,1.785225474,64.642,,,,,,,,,,1.784667925,84010,115.716,,106.195,,,,,70.8,68239320.7,64.41062637,-39.93230867,,42.958,4.881142304,33
Kuwait,Asia - Western,Asia,Middle East & North Africa,2000,[2000],2.869,28.42971868,-7,72795.91984,,,11.1,20.5264697,6.731395768,73.133,,,,28.9,,0.9562256,1.236805,0.528559,5.351955342,4.401391498,1940786,108.923,,103.022,,6935.375705,2.436784,,20,37718011469,487.5397146,26.32670811,23.67623,98.11,4.415050569,55176
Kyrgyzstan,Asia - Central,Asia,Europe & Central Asia,2000,[2000],2.674,,-3,3055.644617,,,,,,66.232,,,,22.47,,9.512867,14.703430000000001,4.563915,,,4954850,,,,,484.7241816,11.9232,11.74379425,34,,,-5.735188372,9.201426,,,
Lao,Asia - Eastern,Asia,East Asia & Pacific,2000,[2000],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,Europe - Northern,Europe,Europe & Central Asia,2000,[2000],1.178,2.616662446,8,17298.44881,,,14.4,4.185928079,6.350982469,70.16,99.74656994,99.7502644,,37.972,3.204,11.40277,18.08339,5.593057,,-0.734636293,2384972,36.919,,100.99,,500.4734578,21.28604,14.15564175,19,7833068425,196.5855579,-7.032564922,25.28626,68.067,-0.93511981,6240.666667
Lebanon,Asia - Western,Asia,Middle East & North Africa,2000,[2000],2.226,4.102347316,0,11590.57044,,,17,-2.090103726,7.952743736,74.409,,,,25.712,,,,,,1.407274378,3742329,359.839,,,,836.6429907,,11.90122982,25,17260364842,455.223671,-21.76018447,,86,1.682070201,15352.33333
Lesotho,Africa - Southern,Africa,Sub-Saharan Africa,2000,[2000],4.089,,4,2373.288764,,,79.9,2.39152669,0.21180607,47.265,86.25443487,90.92690279,,18.242,,,,,,1.515645777,1963878,64.697,,107.481,,,,37.3776995,91,745832990.1,26.63885991,-69.16571804,,19.972,4.583455231,
Liberia,Africa - Western,Africa,Sub-Saharan Africa,2000,[2000],5.88,0.153245132,0,1038.979751,,,119.5,-6.891737584,0.017702706,52.424,,,,17.702,,,,,,4.906374239,2847290,25.566,,73.271,,,,,149,529064646.7,9.96210213,-4.528436567,,44.331,5.679470664,436.3333333
Libya,Africa - Northern,Africa,Middle East & North Africa,2000,[2000],3.052,9.005473389,-7,18279.35439,,,24.4,18.41038517,0.187042622,71.872,,,,22.132,,,,,,1.869040535,5231189,2.973,,,,1166.285214,,,4,33896600871,216.4320711,20.13650894,,76.338,1.959206667,47109.33333
Liechtenstein,Europe - Western,Europe,Europe & Central Asia,2000,[2000],,,,165499.7657,,,5.3,1.552524676,36.51522989,,,,,,,,,,,1.172647885,32853,205.331,,,,,,,5.9,2483890594,,,,15.13,-0.598747646,
Lithuania,Europe - Northern,Europe,Europe & Central Asia,2000,[2000],1.338,3.485400688,10,19263.30597,,,9.6,0.937286803,6.427971077,72.18,,,8.5,35.933,4.01,9.278551,14.53422,4.563696,0.677708864,-0.70338544,3500028,53.599,1.28,99.176,,483.6154627,35.895,14.55501915,26,114342e5,212.2446064,-6.27547183,19.75603,66.986,-0.792618002,12199
Luxembourg,Europe - Western,Europe,Europe & Central Asia,2000,[2000],1.695,18.91887548,,127848.3254,3.495805706,23.77205419,3.9,2.015407866,22.84488963,77.82,,,0.5,37.34,2.5,1.864,,,,1.344082996,435491,168.403,,103.56,,1493.054331,,26.37521417,12,20269578036,3473.532246,21.00806342,,83.752,1.549423104,8239
Macao  China,Asia - Eastern,Asia,East Asia & Pacific,2000,[2000],,,,45025.12487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],5.548,0.12194959,7,2054.177833,,,69.3,7.233168835,0.196394691,58.485,70.68616958,70.23622047,,17.48,,,,,,3.120910828,15364272,26.172,,,,,,11.32608304,152,3877575177,9.37516118,-7.325794272,,27.121,4.102818415,1873.666667
Malawi,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],6.254,0.080656011,6,1427.550016,,,102.8,30.53395148,0.126780945,46.04,,,,16.959,,,,,,2.767462151,11228756,94.77,,92.792,,,,,160,1743506520,9.41203952,-9.731330581,,14.61,4.628617197,905.6666667
Malaysia,Asia - South Eastern,Asia,East Asia & Pacific,2000,[2000],2.825,5.406455635,3,20322.98913,,,8.7,8.855215344,21.38473116,72.81,88.68775716,97.23780152,,23.582,0.702,1.111,,,0.858668125,2.364760914,23414909,70.987,,103.515,,520.2995555,,13.6669089,15,93789736842,124.5699464,19.21262847,,61.977,4.415099985,126591.6667
Maldives,Asia - Southern,Asia,South Asia,2000,[2000],3.271,1.825040136,,6867.002843,,,36,1.133809515,2.203872939,69.279,96.32649558,98.1701231,,18.954,0.777,0,,,,1.711260652,273236,916.899,,101.482,,,,13.79611008,32,624337143.6,162.1583877,17.85454205,,27.706,3.21533276,498.6666667
Mali,Africa - Western,Africa,Sub-Saharan Africa,2000,[2000],6.836,0.048043479,6,1709.453511,,,116.4,5.602007862,0.142545755,49.061,,,,16.992,0.044,,,,,2.924962916,11295324,9.108,,71.07,,,,13.15201304,190,2422469641,14.79404768,-12.60068904,,28.078,4.764559615,542.6666667
Malta,Europe - Southern,Europe,Europe & Central Asia,2000,[2000],1.593,5.194336805,,40552.39164,,,6.6,4.177433108,13.66585147,77.364,,,,36.438,2.654,0.752,,,,0.526605513,397420,1257.658,,100.246,,1433.786181,,,24,3957418083,642.754225,-10.65002171,,92.368,0.834979336,2064.333333
Marshall Islands,Oceania,Oceania,East Asia & Pacific,2000,[2000],,1.476651644,,11396.15589,,,33.4,-2.975216906,1.534271796,,,,,,0.47,,,,,0.124730167,52145,288.094,,,,,,,,110937729.4,465.6477323,,,68.361,0.603926833,77
Martinique,America - Central,Central and South America,America,2000,[2000],1.939,5.528321945,,25695.68292,,,,,,78.191,,,,34.012,,3.156,,,,,385349,349.681,,,,,,,27.6,,,,,,,2130.333333
Mauritania,Africa - Western,Africa,Sub-Saharan Africa,2000,[2000],5.381,0.467569744,-6,3081.683907,2.54,29.56,75,5.403647936,0.192031462,59.729,51.20767798,61.33664597,,18.553,,,,,,2.879086886,2642743,2.577,44.13,93.14,,,,,91,1293653473,24.25812228,-15.34178411,,39.989,2.95864039,1235.666667
Mauritius,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],1.994,2.314607725,10,16581.89652,,,16.3,2.085981264,7.337695439,71.202,84.30308904,94.538963,,28.704,,2.887276,3.138935,2.627422,,0.982676166,1196027,586.288,,98.083,,,18.37516,,36,4582562398,144.9835244,-0.558648819,15.94323,42.67,0.695299472,2768.333333
Mayotte,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],4.587,,,,,,,,,75.687,,,,17.345,,,,,,,148753,397.735,,,,,,,,,,,,,,
Mexico,America - Central,Central and South America,America,2000,[2000],2.659,3.816378713,8,21789.02895,1.41,41.1,21.5,12.10233983,5.081384153,74.38,90.53562478,96.61227886,0,23.378,1.98,11.75996,21.28693,2.765598,0.857006282,1.457052104,99959594,51.047,15.11,99.524,,361.4502338,5.599936,11.6552896,76,581e9,327.8492275,-1.994160577,11.5793,74.722,1.8201204,381483.6667
Monaco,Europe - Western,Europe,Europe & Central Asia,2000,[2000],,,,73759.6632,,,4.2,1.400615495,42.18486345,,,,,,,,,,,0.817544502,35126,23574.497,,,,,,,,2647883820,2434.802714,,,100,0.817544502,
Mongolia,Asia - Eastern,Asia,East Asia & Pacific,2000,[2000],2.144,3.112616388,10,4035.028635,,,48.4,11.99969138,1.255652004,62.876,97.7688517,97.71011943,,21.925,,,,,,0.93775341,2411369,1.539,,110.836,,198.818095,,13.9101607,26,1136896162,21.64384641,-13.89310682,,57.133,1.052639184,7505.666667
Montenegro,Europe - Southern,Europe,Europe & Central Asia,2000,[2000],1.815,,7,12371.38005,,,12.5,,,74.125,,,,33.357,,,,,,-0.486165454,632606,45.801,,,,,,,22,984279596.4,116.8157271,-14.29521844,,58.544,1.298940741,
Montserrat,America - Central,Central and South America,America,2000,[2000],,11.15392415,,25489.72063,,,10,,,,,,,,,,,,,,4931,48.343,,,,,,,27.5,,,,,,,55
Morocco,Africa - Northern,Africa,Middle East & North Africa,2000,[2000],2.698,1.17742931,-6,6146.853154,,,42.4,-0.604424519,0.693791245,68.22,,,,22.519,,,,,,1.218870162,28793236,64.479,,82.593,,137.5970308,,,23,37020609825,53.75052386,-5.369095101,,53.335,1.836881671,33902
Mozambique,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],5.782,0.074136522,5,1085.616777,,,112.1,12.02914497,0.10959253,47.472,,,,17.999,0.024,,,,,2.586161614,18200656,22.706,,74.949,,22.06553782,,,153,4248747769,14.10775754,-20.50000439,,29.098,4.583430394,1349.333333
Myanmar,Asia - South Eastern,Asia,East Asia & Pacific,2000,[2000],2.428,0.197697122,-7,2068.899379,,,58.5,2.461794057,,62.073,89.94176457,94.58631256,,24.568,0.302,,,,,1.030642101,44957660,66.449,,101.277,,28.99705234,,2.966506877,21,,3.38430644,-0.095309615,,27.215,2.193355651,8888
Namibia,Africa - Southern,Africa,Sub-Saharan Africa,2000,[2000],4.033,0.930282934,6,8045.763747,,,48,26.71946419,1.644739547,55.173,,,,19.134,,,,,,2.391708274,1895839,2.3,,103.674,,,,27.5296553,85,3908501441,126.0478395,-3.668202765,,32.373,3.985913348,1763.666667
Nauru,Oceania,Oceania,East Asia & Pacific,2000,[2000],,13.51127046,,13775.36178,,,34,,,,,,,,,,,,,,10041,478.143,,,,,,,113.8,,333.0622514,,,,,135.6666667
Nepal,Asia - Southern,Asia,South Asia,2000,[2000],4.068,0.132537692,6,2109.581419,,,60.5,4.472433701,0.204651684,62.055,,,,19.229,,,,,,2.385690479,24400606,165.786,,77.039,,21.66195945,,8.735981111,124,5494252208,,-9.142581584,,13.431,6.235179996,3234
Netherlands,Europe - Western,Europe,Europe & Central Asia,2000,[2000],1.72,10.42363723,10,66000.34402,,,5.1,4.122186181,43.81121466,78.24,,,,37.487,3.2,1.130492,1.457808,0.7944422,2.626707412,0.714770363,15862825,381.979,,96.949,,1371.142004,6.352398,22.33012728,7,385e9,1924.632723,5.546942291,6.636327,76.799,1.758756169,165348.3333
Netherlands Antilles,Europe - Western,Europe,America,2000,[2000],2.1,31.22711183,,44568.51882,,,,,,74.648,,,,34.542,,8.611,,,,,179769,224.711,,,,,,,,,,,,,,5613.666667
New Caledonia,Oceania,Oceania,East Asia & Pacific,2000,[2000],2.393,10.84613026,,67769.00482,,,,-0.616260194,13.8568516,73.457,,,,26.898,,,,,,1.901374378,211965,11.411,,,,,,,18,2682347064,,,,61.78,2.449979088,2299
New Zealand,Oceania,Oceania,East Asia & Pacific,2000,[2000],1.97918,8.476601542,10,43790.31196,,,6.1,2.994160261,47.38363411,78.9,,,1,34.37,2.2,1.481022,1.834728,1.129091,1.579191152,0.587564086,3858032,14.261,,103.305,,2967.73467,20.86152,,28,51599748518,1051.438727,1.668445901,11.65021,85.677,0.667897943,32703
Nicaragua,America - Central,Central and South America,America,2000,[2000],3.251,0.741470137,8,4981.592285,,,32.5,8.565922047,0.980216487,69.682,,,,18.829,,8.712,,,,1.568776627,5073704,39.028,,105.224,,90.84397517,,13.8141616,125,3936327817,54.27717373,-27.21672806,,54.737,2.009301941,3762
Niger,Africa - Western,Africa,Sub-Saharan Africa,2000,[2000],7.725,0.072847097,5,1154.381749,,,101,4.51515572,0.036261294,50.692,,,,15.703,,,,,,3.486061854,10922421,8.621,,65.053,,,,,216,1798365123,5.30065796,-7.895970009,,16.186,3.997685979,795.6666667
Nigeria,Africa - Western,Africa,Sub-Saharan Africa,2000,[2000],6.099,0.640110522,4,1619.115759,,,112.4,38.16877575,0.064080808,46.629,,,,17.791,0.269,,,,,2.375939495,123688536,133.896,,82.042,,38.77110948,,,130,45983449593,17.10893594,21.94911295,,42.351,4.046446578,79174.33333
Niue,Oceania,Oceania,East Asia & Pacific,2000,[2000],,1.929824562,,,,,19.8,,,,,,,,,,,,,,1900,7.308,,,,,,,,,318.1503646,,,,,3.666666667
North Korea,Asia - Eastern,Asia,East Asia & Pacific,2000,[2000],,3.361550944,,,,,44.5,,0,,,,,,,,,,,0.857250836,,189.933,,,,,,,,,,,,59.412,0.98997201,76959.66667
Northern Mariana Islands,Oceania,Oceania,East Asia & Pacific,2000,[2000],,,,7650.449113,,,,,,,,,,,,,,,,2.002915517,68432,147.483,,,,,,,60.2,,,,,90.162,2.137208529,
Norway,Europe - Northern,Europe,Europe & Central Asia,2000,[2000],1.85,8.640737402,10,43174.48117,3.859976825,23.37598781,3.9,15.65120894,51.99874949,78.76,,,0.200000003,36.824,2.9,1.208367,1.257166,1.171095,2.088687265,0.649044821,4490859,11.66,,101.286,,7712.411045,15.82559,27.4352199,11.7,168e9,3155.349233,17.10868312,7.713185,76.081,1.25999501,38804.33333
Oman,Asia - Western,Asia,Middle East & North Africa,2000,[2000],3.72,9.966008044,-9,19204.28588,,,14.7,19.98445617,3.520421417,72.139,,,,21.373,,,,,,0.21067481,2264163,7.316,,98.566,,1565.773705,,7.161744676,28,19867880550,263.6181654,27.83013925,,71.569,0.182733654,22564.66667
Pakistan,Asia - Southern,Asia,South Asia,2000,[2000],4.474,0.736493581,-6,2086.457879,,,87.6,24.89115055,,63.854,,,,19.021,,,,,0.129807054,2.282334206,144522192,181.539,,,,155.5872453,,10.08899115,49,73952374970,14.87749386,-1.246958073,,33.138,3.071242738,106439.6667
Palau,Oceania,Oceania,East Asia & Pacific,2000,[2000],,6.120036162,,12723.50646,,,22.2,5.304213368,,,,,,,1.58,,,,,1.555960743,19172,41.769,,100.441,,,,,25.9,119863e3,801.9745932,-96.45929102,,69.963,1.137188433,117.3333333
Panama,America - Central,Central and South America,America,2000,[2000],2.821,1.958531763,9,7405.969922,0.76,43.65,21.8,-1.248207547,6.554796477,75.094,91.89961503,96.0798492,2.099999905,24.82,1.5,9.732984,17.46351,1.88791,,1.929441547,2956126,39.145,,100.196,,386.9898061,6.224121,10.20438019,91,116205e5,305.1967338,2.756335786,14.91126,65.787,3.712461744,5789.666667
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,2000,[2000],4.507,0.499675518,4,1821.678261,,,58.4,13.10241774,0.835249302,58.749,57.3432559,66.67899393,,19.202,0.05,,,,,2.604140007,5378824,11.621,,,,,,18.975965,73,3521348155,25.91906532,16.93488067,,13.204,1.284500341,2687.666667
Paraguay,America - South,Central and South America,America,2000,[2000],3.677,0.69030406,7,3907.299889,,,27.1,12.14359305,0.747630712,70.073,,,,20.414,1.17,14.74066,26.59127,2.69225,,2.078592365,5343539,13.137,,98.38,,514.6089926,4.533673,10.85777954,86,7071265939,124.2396462,-10.74010259,8.173516,55.331,3.24200917,3688.666667
Peru,America - South,Central and South America,America,2000,[2000],2.929,1.171376242,5,5791.372109,,,30.4,3.660462989,3.076430611,70.506,,,,22.898,,2.197,,,0.285091339,1.4932359100000001,25861887,20.123,24.09,96.957,,193.8013856,,12.23222868,65,53290390318,96.8113784,-2.154817439,,73.042,2.067428547,30294
Philippines,Asia - South Eastern,Asia,East Asia & Pacific,2000,[2000],3.813,0.87509633,8,2598.886344,2.3,36.4,30.4,5.709799946,1.982253196,66.774,92.60006358,95.08974816,,20.853,0.585,18.73532,34.56459,3.259685,0.214409617,2.144653783,77309965,257.7,44.83,,,161.7299877,2.948545,12.84754896,52,81026294681,33.63444414,-1.991272278,8.759121,47.99,2.019705828,67653.66667
Pitcairn,Oceania,Oceania,East Asia & Pacific,2000,[2000],,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,
Poland,Europe - Eastern,Europe,Europe & Central Asia,2000,[2000],1.336,7.875842074,9,11680.79102,,,8.1,7.252123421,7.256761026,73.91,,,6.099999905,35.318,2.2,1.954382,2.970874,1.014679,0.520985032,-0.535608109,38302444,118.492,0.57,97.931,,544.2566581,12.34601,,17,171e9,247.1863087,-6.422006024,15.46468,61.716,-0.463315473,301664
Portugal,Europe - Southern,Europe,Europe & Central Asia,2000,[2000],1.468,6.09124035,10,19609.7337,,,5.7,3.251457311,16.60781065,76.84,,,1.600000024,37.826,3.2,0.8998459,1.263122,0.5506208,1.501807868,0.528362519,10336209,112.372,,101.086,,973.1232826,2.291308,20.54465668,21,117e9,1066.375002,-10.99084254,12.10015,54.399,1.745318541,62960.33333
Puerto Rico,America - Central,Central and South America,America,2000,[2000],1.897,,,18568.21925,,,,3.295079723,10.48495077,75.828,,,,32.144,,18.646,,,,0.276558689,3814353,429.786,,,,,,,68,617018e5,,-22.86430866,,94.647,1.87752328,
Qatar,Asia - Western,Asia,Middle East & North Africa,2000,[2000],3.241,58.76400483,-10,60394.43245,,,10.7,,4.863679179,76.68,,,,30.392,,,,,2.506109582,3.633499208,590957,53.723,,109.283,,4716.873293,,,21,17759889598,687.863656,44.95405748,,96.311,3.906529965,34727
Romania,Europe - Eastern,Europe,Europe & Central Asia,2000,[2000],1.274,4.054506967,8,7089.830211,3.29,23.55,22.9,44.25463159,3.573255456,70.47,,,,34.747,1.889,3.330809,4.984376,1.744484,0.44967297,-0.12944004,22191683,93.089,17.24,100.291,,340.8785092,7.611784,,39,37052636395,86.61389861,-5.208805105,10.84006,53.004,-0.417681684,89976.33333
Russian Federation,Europe - Eastern,Europe,Europe & Central Asia,2000,[2000],1.238,10.61594912,6,8570.996315,,,19.7,37.69809557,1.983372736,65.38,,,,36.496,4.213,26.14551,41.26615,12.0806,0.841660465,-0.004100994,146757517,8.595,,,,959.2218938,39.10637,,31,26e10,95.95046995,20.0271025,25.64269,73.35,-0.010099451,1557970.333
Rwanda,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],5.897,0.084667516,-4,704.0365299,2.09,37.8,108.2,-3.017778364,0.06283146,47.682,64.88859517,77.62033288,,16.644,,,,,,6.576902726,8098344,307.478,89.06,96.552,,,,,48,1734921293,9.04211403,-16.96345549,,13.772,14.86645757,685.6666667
Saint Helena,Africa - Western,Africa,Sub-Saharan Africa,2000,[2000],,,,2107.445036,,,,,,,,,,,,,,,,,5059,,,,,,,,32.3,,,,,,,
Saint Kitts and Nevis,America - Central,Central and South America,America,2000,[2000],,,,12490.82446,,,,,,,,,,,,,,,,,46083,,,,,,,,65.7,,,-26.44492312,,,,
Saint Lucia,America - Central,Central and South America,America,2000,[2000],2.313,,,8676.196972,,,,,,71.456,,,,24.264,,19.508,,,,,157108,,,,,,,,65,,,-10.91244408,,,,
Saint Vincent and the Grenadines,America - Central,Central and South America,America,2000,[2000],2.379,,,5893.668699,,,,,,70.6,,,,24.18,,12.907,,,,,107891,,,,,,,20.631681,69,,,-5.428163587,,,,
Saint-Pierre-et-Miquelon,America - North,North America,America,2000,[2000],,,,,,,,,,,,,,,,,,,,,6270,,,,,,,,,,,,,,,
Samoa,Oceania,Oceania,East Asia & Pacific,2000,[2000],4.503,0.789204885,,4090.82596,,,18.3,2.789518841,0.566392533,69.344,,,,19.72,,,,,,0.784723603,176549,62.363,,106.126,,,,,40,245617503,78.97637725,-23.37541312,,21.977,1.19599726,139.3333333
San Marino,Europe - Southern,Europe,Europe & Central Asia,2000,[2000],,,,39601.52881,,,4.9,2.628723441,48.79949531,,,,,,,,,,,1.55464845,26967,442.082,,,,,,,,773907642.4,2157.847601,,,93.44,1.935509793,
Sao Tome and Principe,Africa - Central,Africa,Sub-Saharan Africa,2000,[2000],4.687,0.624069215,,1320.58294,,,56.8,,4.638516816,63.336,,,,17.951,,,,,,1.814100593,141010,146.276,,,,,,,86,,51.60939503,,,53.424,3.624718442,88
Saudi Arabia,Asia - Western,Asia,Middle East & North Africa,2000,[2000],3.99,14.81188552,-10,20001.87326,,,18.8,11.64481585,2.210691809,72.401,79.35094415,95.91315882,,21.308,,,,,3.396804265,2.353988454,20045276,9.325,,,,2421.840512,,,27,188e9,400.4213183,18.7502562,,79.848,2.649485231,296908.3333
Senegal,Africa - Western,Africa,Sub-Saharan Africa,2000,[2000],5.561,0.414270689,8,1511.486784,,,69.8,1.935618786,0.403967486,57.817,,,,16.986,,,,,,2.565023034,9505862,48.321,,82.256,,38.4604505,,16.12957601,110,4691828357,21.31979449,-9.291674268,,40.345,2.925070602,3938
Serbia,Europe - Southern,Europe,Europe & Central Asia,2000,[2000],1.642,,7,6607.328447,,,10.9,77.38689576,,72.072,,,,35.679,,2.524775,3.928155,1.158535,,-0.319014864,10133561,114.684,,101.077,,1611.294944,10.01384,,27,6082791506,60.01495514,-16.63858309,8.378039,52.981,0.14663241,
Seychelles,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],2.152,7.176293661,,15230.39812,,,11.9,1.251950405,7.172660047,71.771,,,,,,,,,,0.89265851,78685,172.934,0,103.012,,,,26.08089261,55,614879764.8,376.5023018,-3.273278666,,50.4,1.202264335,564.6666667
Sierra Leone,Africa - Western,Africa,Sub-Saharan Africa,2000,[2000],5.92,0.102660277,0,517.6747972,,,142.6,6.111414213,0.118254246,38.123,,,,18.668,,,,,,2.811339944,4143115,57.752,,,,,,10.16038813,146,635876870.1,23.97050154,-21.19791658,,35.827,3.602132583,425.3333333
Singapore,Asia - South Eastern,Asia,East Asia & Pacific,2000,[2000],1.6,12.1498737,-2,36834.84971,,,3,3.63744375,35.02937014,78.34,92.54939909,99.50459911,,34.548,,1.081257,1.622688,0.5531679,8.539024826,1.732945979,3919300,5738.36,,,,1418.722097,7.673099,15.13432125,7,95922652586,579.8751255,12.85088763,5.414211,100,1.732945979,47619
Slovak Republic,Europe - Eastern,Europe,Europe & Central Asia,2000,[2000],1.274,6.758257328,9,12689.75974,,,10.2,9.417148138,9.455011607,73.19,,,10.10000038,33.906,3.2,2.042834,3.206985,0.9067551,0.63091541,-0.135376488,5404845,110.229,,100.831,,1003.639677,9.098808,,23,28724041828,207.7368505,-2.57663684,13.33957,56.233,-0.243439644,36527.33333
Slovenia,Europe - Southern,Europe,Europe & Central Asia,2000,[2000],1.214,7.173008105,10,19399.68944,,,4.6,5.223379658,15.08352502,76.11,,,,38.021,2.17,0.9669458,1.208431,0.7438393,,0.29607496,1985406,98.016,,103.106,,1293.904217,18.15488,20.46251823,7,19979467790,830.0668719,-3.470141621,13.02801,50.752,0.349683274,14241.33333
Solomon Islands,Oceania,Oceania,East Asia & Pacific,2000,[2000],4.72,0.403687502,0,1802.023615,,,28.6,10.70227231,0.481296806,62.808,,,,18.577,,,,,,2.754530462,408732,14.145,,90.478,,,,,71,435101217.2,48.3957334,-14.54249842,,15.811,4.216047402,165
Somalia,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],7.61,0.069873996,0,881.513623,,,103.3,,0.02,50.902,,,,18.009,,,,,,2.822430236,7399033,11.603,,,,,,,72,,6.77776129,,,33.247,3.924519734,517
South Africa,Africa - Southern,Africa,Sub-Saharan Africa,2000,[2000],2.866,8.234447518,9,7454.445716,1.28,44.93,51.4,8.809544793,5.440990138,55.892,,,,22.951,,,,,0.503123521,2.477053273,44760380,36.658,42.9,100.371,,650.9561603,,23.95568793,75,133e9,251.3030978,2.95549235,,56.891,3.326124137,368577
South Sudan,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],6.133,,,1883.765486,,,108.6,,,49.248,,,,,,,,,,3.257614846,6994624,,,,,,,,,,,,,16.504,4.025216496,
Spain,Europe - Southern,Europe,Europe & Central Asia,2000,[2000],1.224,7.307494221,10,23410.16483,2.574723381,26.61201267,5.4,3.394295732,13.63350229,79.34,,,6.400000095,37.61,3.2,0.925922,0,0,1.737520005,0.840384465,40288457,79.623,,102.823,,1090.232985,5.685221,16.15944455,8,58e10,1039.894213,-3.127900575,13.76124,76.262,0.946916237,294407.6667
Sri Lanka,Asia - Southern,Asia,South Asia,2000,[2000],2.237,0.542026556,5,2997.689295,,,14.8,7.277341306,0.63531332,71.078,,,,27.663,0.428,,,,,0.2411029,18745084,285.705,,,,107.1477997,,14.50276895,30.8,16330810304,32.31459976,-10.60504245,,15.709,-0.685269671,10160.33333
Sudan,Africa - Northern,Africa,Sub-Saharan Africa,2000,[2000],5.444,0.203470696,-7,1874.01767,,,67.9,8.748270548,0.025785032,57.979,61.34587311,78.15558788,,18.652,0.158,,,,,2.424901305,27193105,13.643,,,,21.69729235,,,79,12366140066,12.18181912,-2.401719521,,32.495,2.387544826,5533
Suriname,America - South,Central and South America,America,2000,[2000],2.739,4.555392286,5,5677.291874,,,28.9,54.75009041,2.506411052,67.851,,,,25.702,0.45,8.06,,,,1.386249437,466846,2.85,,,,,,,47,892164328.2,151.7055501,-13.47024927,,64.85,2.123579396,2126.666667
Swaziland,Africa - Southern,Africa,Sub-Saharan Africa,2000,[2000],4.209,1.116717677,-9,4021.223575,,,79.5,9.938879959,0.974797312,48.689,81.66070182,91.86324465,,17.254,0.176,,,,,0.130973843,1063832,61.267,,96.144,,,,24.30881783,105,1524452437,75.30820071,-13.68812726,,22.638,-0.230594521,1188
